## ================================================================================================================
## Date de Création du fichier     : 2022-11-28
## Auteur                          : Observatoire météorologique du petit-Séminaire Collège St Martial
## Créateur du fichier	           : Ralph Bathelemy (bathelemy@geoazur.unice.fr)
## Entité                          : URGEO - GEOAZUR - INRAE
## ================================================================================================================
## Nom station                     : ST-MICHEL
## ----------------------------------------------------------------------------------------------------------------
## Longitude                       : -72.333         ; (Moron et al., 2015 [°W])
## Latitude                        : 19.367          ; (Moron et al., 2015 [°N])
## Données manquantes              :   3             ; [%]
## Pluies disponibles              : 1920-01-01      ; 1940-12-31
## ================================================================================================================
## Champs----------------------------------------------------------------------------------------------------------
## Date                            : date [AAAA-MM-JJ]
## P                               : Pluie [mm/j]
## ================================================================================================================
## Moron, V., Frelat, R., Jean-Jeune, P.K., Gaucherel, C., 2015. Interannual and intra-annual variability of
## rainfall in Haiti (1905–2005). Clim. Dyn. 45, 915–932. https://doi.org/10.1007/s00382-014-2326-y
## ================================================================================================================

Date;	P
1933-12-25;	0
1933-12-26;	0
1933-12-27;	0
1933-12-28;	1.5
1933-12-29;	1.4
1933-12-30;	0.5
1933-12-31;	1.1
1934-01-01;	0
1934-01-02;	0
1934-01-03;	0
1934-01-04;	0
1934-01-05;	0
1934-01-06;	0
1934-01-07;	0
1934-01-08;	0
1934-01-09;	0
1934-01-10;	0
1934-01-11;	0
1934-01-12;	0
1934-01-13;	0
1934-01-14;	0
1934-01-15;	0
1934-01-16;	0
1934-01-17;	0
1934-01-18;	0
1934-01-19;	0
1934-01-20;	0
1934-01-21;	0
1934-01-22;	0
1934-01-23;	0
1934-01-24;	0
1934-01-25;	0
1934-01-26;	0
1934-01-27;	0
1934-01-28;	0
1934-01-29;	0
1934-01-30;	0
1934-01-31;	0
1934-02-01;	0
1934-02-02;	0
1934-02-03;	0
1934-02-04;	0
1934-02-05;	0
1934-02-06;	0
1934-02-07;	9.5
1934-02-08;	0
1934-02-09;	0
1934-02-10;	0
1934-02-11;	0
1934-02-12;	0
1934-02-13;	0
1934-02-14;	0
1934-02-15;	1
1934-02-16;	11
1934-02-17;	24
1934-02-18;	0
1934-02-19;	0.75
1934-02-20;	9
1934-02-21;	5.5
1934-02-22;	0
1934-02-23;	0
1934-02-24;	0
1934-02-25;	0
1934-02-26;	0
1934-02-27;	0
1934-02-28;	0
1934-03-01;	0
1934-03-02;	0
1934-03-03;	0
1934-03-04;	0
1934-03-05;	0
1934-03-06;	0
1934-03-07;	0
1934-03-08;	0
1934-03-09;	0
1934-03-10;	9.65
1934-03-11;	1.35
1934-03-12;	3
1934-03-13;	0
1934-03-14;	13.75
1934-03-15;	0
1934-03-16;	1.25
1934-03-17;	0
1934-03-18;	0
1934-03-19;	0
1934-03-20;	0
1934-03-21;	0
1934-03-22;	0
1934-03-23;	0
1934-03-24;	0
1934-03-25;	0
1934-03-26;	0
1934-03-27;	0
1934-03-28;	0
1934-03-29;	0
1934-03-30;	4.8
1934-03-31;	18.75
1934-04-01;	36.75
1934-04-02;	0
1934-04-03;	0
1934-04-04;	0
1934-04-05;	0
1934-04-06;	0
1934-04-07;	6
1934-04-08;	5.5
1934-04-09;	0
1934-04-10;	13.4
1934-04-11;	27.15
1934-04-12;	3
1934-04-13;	1.65
1934-04-14;	5
1934-04-15;	0
1934-04-16;	2.5
1934-04-17;	0
1934-04-18;	0
1934-04-19;	4.5
1934-04-20;	0
1934-04-21;	0
1934-04-22;	0
1934-04-23;	0
1934-04-24;	7.8
1934-04-25;	1
1934-04-26;	56.1
1934-04-27;	0.65
1934-04-28;	0
1934-04-29;	31
1934-04-30;	28.5
1934-05-01;	4
1934-05-02;	6.1
1934-05-03;	7.35
1934-05-04;	30.35
1934-05-05;	28
1934-05-06;	2
1934-05-07;	1
1934-05-08;	0
1934-05-09;	0
1934-05-10;	0
1934-05-11;	0.5
1934-05-12;	17.5
1934-05-13;	15.75
1934-05-14;	15.5
1934-05-15;	0
1934-05-16;	0
1934-05-17;	0
1934-05-18;	0
1934-05-19;	2
1934-05-20;	33.5
1934-05-21;	20
1934-05-22;	5.85
1934-05-23;	14.1
1934-05-24;	28.65
1934-05-25;	1.5
1934-05-26;	2
1934-05-27;	5
1934-05-28;	0
1934-05-29;	0
1934-05-30;	0
1934-05-31;	0
1934-06-01;	24
1934-06-02;	0
1934-06-03;	16.9
1934-06-04;	0
1934-06-05;	0
1934-06-06;	2.25
1934-06-07;	1
1934-06-08;	0
1934-06-09;	0
1934-06-10;	0
1934-06-11;	9
1934-06-12;	23
1934-06-13;	4.35
1934-06-14;	0
1934-06-15;	0
1934-06-16;	0
1934-06-17;	0
1934-06-18;	0
1934-06-19;	14.85
1934-06-20;	25.85
1934-06-21;	0.9
1934-06-22;	0
1934-06-23;	8.5
1934-06-24;	7.35
1934-06-25;	3.5
1934-06-26;	0.9
1934-06-27;	0
1934-06-28;	0
1934-06-29;	0
1934-06-30;	0.5
1934-07-01;	0
1934-07-02;	44.5
1934-07-03;	0
1934-07-04;	0.6
1934-07-05;	0
1934-07-06;	0.4
1934-07-07;	4.5
1934-07-08;	28.5
1934-07-09;	0
1934-07-10;	0
1934-07-11;	0
1934-07-12;	1.15
1934-07-13;	1.5
1934-07-14;	0
1934-07-15;	0
1934-07-16;	0
1934-07-17;	1.4
1934-07-18;	0
1934-07-19;	0
1934-07-20;	0
1934-07-21;	46
1934-07-22;	0
1934-07-23;	1
1934-07-24;	0
1934-07-25;	0
1934-07-26;	31.85
1934-07-27;	0
1934-07-28;	0
1934-07-29;	0
1934-07-30;	0
1934-07-31;	1
1934-08-01;	0
1934-08-02;	3
1934-08-03;	0
1934-08-04;	0
1934-08-05;	0
1934-08-06;	0
1934-08-07;	0
1934-08-08;	0
1934-08-09;	4
1934-08-10;	0
1934-08-11;	0
1934-08-12;	0
1934-08-13;	13
1934-08-14;	11
1934-08-15;	0
1934-08-16;	0
1934-08-17;	0
1934-08-18;	0
1934-08-19;	15
1934-08-20;	0
1934-08-21;	0
1934-08-22;	0
1934-08-23;	2
1934-08-24;	0
1934-08-25;	5
1934-08-26;	3
1934-08-27;	0
1934-08-28;	52
1934-08-29;	0
1934-08-30;	0
1934-08-31;	0
1934-09-01;	1
1934-09-02;	0
1934-09-03;	4.6
1934-09-04;	3.5
1934-09-05;	5
1934-09-06;	3.9
1934-09-07;	0
1934-09-08;	0
1934-09-09;	3
1934-09-10;	0.5
1934-09-11;	3
1934-09-12;	1.25
1934-09-13;	28.75
1934-09-14;	0
1934-09-15;	0
1934-09-16;	0.55
1934-09-17;	0
1934-09-18;	0
1934-09-19;	14.55
1934-09-20;	22
1934-09-21;	0
1934-09-22;	0
1934-09-23;	0
1934-09-24;	7
1934-09-25;	0
1934-09-26;	0
1934-09-27;	0
1934-09-28;	0
1934-09-29;	48.5
1934-09-30;	3.4
1934-10-01;	0
1934-10-02;	0
1934-10-03;	0
1934-10-04;	2
1934-10-05;	2.25
1934-10-06;	0
1934-10-07;	0
1934-10-08;	0
1934-10-09;	0
1934-10-10;	0
1934-10-11;	0
1934-10-12;	0
1934-10-13;	0
1934-10-14;	6.25
1934-10-15;	1.5
1934-10-16;	8.45
1934-10-17;	0.5
1934-10-18;	6.4
1934-10-19;	8.75
1934-10-20;	0
1934-10-21;	10.5
1934-10-22;	10
1934-10-23;	5
1934-10-24;	0
1934-10-25;	0
1934-10-26;	0
1934-10-27;	13.5
1934-10-28;	19.6
1934-10-29;	2
1934-10-30;	0
1934-10-31;	0
1934-11-01;	0
1934-11-02;	0
1934-11-03;	0
1934-11-04;	0
1934-11-05;	0
1934-11-06;	0
1934-11-07;	0
1934-11-08;	0
1934-11-09;	0
1934-11-10;	4
1934-11-11;	0
1934-11-12;	5.75
1934-11-13;	0.65
1934-11-14;	16.85
1934-11-15;	27.25
1934-11-16;	0
1934-11-17;	4.6
1934-11-18;	0
1934-11-19;	4.5
1934-11-20;	0
1934-11-21;	0
1934-11-22;	2.5
1934-11-23;	1.15
1934-11-24;	0
1934-11-25;	0
1934-11-26;	0
1934-11-27;	0
1934-11-28;	15.35
1934-11-29;	0
1934-11-30;	0
1934-12-01;	0
1934-12-02;	0
1934-12-03;	0
1934-12-04;	0
1934-12-05;	0.2
1934-12-06;	0
1934-12-07;	0
1934-12-08;	0
1934-12-09;	0
1934-12-10;	0
1934-12-11;	25.65
1934-12-12;	0
1934-12-13;	0
1934-12-14;	0
1934-12-15;	0
1934-12-16;	0
1934-12-17;	0
1934-12-18;	0
1934-12-19;	0
1934-12-20;	0
1934-12-21;	0
1934-12-22;	0
1934-12-23;	0
1934-12-24;	0
1934-12-25;	0
1934-12-26;	0
1934-12-27;	0
1934-12-28;	0
1934-12-29;	0
1934-12-30;	0
1934-12-31;	0
1935-01-01;	0
1935-01-02;	0
1935-01-03;	0
1935-01-04;	0
1935-01-05;	0
1935-01-06;	0
1935-01-07;	0
1935-01-08;	0
1935-01-09;	0
1935-01-10;	7.5
1935-01-11;	7.5
1935-01-12;	7.55
1935-01-13;	0
1935-01-14;	0
1935-01-15;	0
1935-01-16;	0
1935-01-17;	0
1935-01-18;	0
1935-01-19;	0
1935-01-20;	0
1935-01-21;	0
1935-01-22;	0
1935-01-23;	0
1935-01-24;	1.5
1935-01-25;	2.5
1935-01-26;	12
1935-01-27;	3
1935-01-28;	9
1935-01-29;	0
1935-01-30;	0
1935-01-31;	0
1935-02-01;	0
1935-02-02;	0
1935-02-03;	0
1935-02-04;	0.65
1935-02-05;	0
1935-02-06;	0
1935-02-07;	0
1935-02-08;	0
1935-02-09;	0
1935-02-10;	0
1935-02-11;	0
1935-02-12;	0
1935-02-13;	0
1935-02-14;	0
1935-02-15;	0
1935-02-16;	0
1935-02-17;	0
1935-02-18;	0
1935-02-19;	0
1935-02-20;	0
1935-02-21;	0
1935-02-22;	0
1935-02-23;	0
1935-02-24;	0
1935-02-25;	0
1935-02-26;	0
1935-02-27;	0
1935-02-28;	2
1935-03-01;	1.75
1935-03-02;	0
1935-03-03;	0
1935-03-04;	0
1935-03-05;	0
1935-03-06;	0
1935-03-07;	0
1935-03-08;	0
1935-03-09;	0
1935-03-10;	0
1935-03-11;	0
1935-03-12;	0
1935-03-13;	0
1935-03-14;	0
1935-03-15;	0
1935-03-16;	0
1935-03-17;	0
1935-03-18;	0
1935-03-19;	0
1935-03-20;	0
1935-03-21;	0
1935-03-22;	0
1935-03-23;	0
1935-03-24;	0
1935-03-25;	0
1935-03-26;	0
1935-03-27;	0
1935-03-28;	0
1935-03-29;	0
1935-03-30;	0
1935-03-31;	0
1935-04-01;	0
1935-04-02;	0
1935-04-03;	0
1935-04-04;	0
1935-04-05;	0
1935-04-06;	0
1935-04-07;	0
1935-04-08;	0
1935-04-09;	10.75
1935-04-10;	0
1935-04-11;	0
1935-04-12;	0
1935-04-13;	0
1935-04-14;	0
1935-04-15;	4.25
1935-04-16;	0
1935-04-17;	0
1935-04-18;	0
1935-04-19;	0
1935-04-20;	0
1935-04-21;	0
1935-04-22;	0
1935-04-23;	0
1935-04-24;	3
1935-04-25;	0.5
1935-04-26;	4.85
1935-04-27;	0
1935-04-28;	0
1935-04-29;	0
1935-04-30;	0
1935-05-01;	0
1935-05-02;	0
1935-05-03;	0.3
1935-05-04;	0
1935-05-05;	0
1935-05-06;	0
1935-05-07;	0
1935-05-08;	0
1935-05-09;	0
1935-05-10;	26.7
1935-05-11;	25.65
1935-05-12;	0
1935-05-13;	26.85
1935-05-14;	3
1935-05-15;	1.5
1935-05-16;	0
1935-05-17;	0
1935-05-18;	18
1935-05-19;	0
1935-05-20;	0
1935-05-21;	11.85
1935-05-22;	0
1935-05-23;	0.5
1935-05-24;	0
1935-05-25;	0
1935-05-26;	0
1935-05-27;	1.25
1935-05-28;	1
1935-05-29;	0.5
1935-05-30;	16.4
1935-05-31;	0.3
1935-06-01;	4
1935-06-02;	5
1935-06-03;	0
1935-06-04;	0
1935-06-05;	0
1935-06-06;	0
1935-06-07;	22
1935-06-08;	2.35
1935-06-09;	4
1935-06-10;	0
1935-06-11;	41.25
1935-06-12;	0
1935-06-13;	0
1935-06-14;	4.75
1935-06-15;	32.5
1935-06-16;	0
1935-06-17;	4
1935-06-18;	33.75
1935-06-19;	5.25
1935-06-20;	0
1935-06-21;	0
1935-06-22;	0
1935-06-23;	9.25
1935-06-24;	1
1935-06-25;	1.75
1935-06-26;	1.6
1935-06-27;	0
1935-06-28;	0
1935-06-29;	10.5
1935-06-30;	0.25
1935-07-01;	0
1935-07-02;	0
1935-07-03;	0
1935-07-04;	0
1935-07-05;	3.5
1935-07-06;	0
1935-07-07;	0
1935-07-08;	0
1935-07-09;	0
1935-07-10;	19.5
1935-07-11;	0
1935-07-12;	0
1935-07-13;	0
1935-07-14;	0
1935-07-15;	0
1935-07-16;	0
1935-07-17;	0
1935-07-18;	0
1935-07-19;	0
1935-07-20;	0
1935-07-21;	4
1935-07-22;	1.5
1935-07-23;	0
1935-07-24;	0
1935-07-25;	0
1935-07-26;	0
1935-07-27;	0
1935-07-28;	0
1935-07-29;	0
1935-07-30;	0
1935-07-31;	0
1935-08-01;	5.5
1935-08-02;	0
1935-08-03;	0
1935-08-04;	0
1935-08-05;	0
1935-08-06;	3.5
1935-08-07;	22
1935-08-08;	9.5
1935-08-09;	0
1935-08-10;	0
1935-08-11;	0
1935-08-12;	0
1935-08-13;	0
1935-08-14;	8.5
1935-08-15;	0
1935-08-16;	8.5
1935-08-17;	0
1935-08-18;	1.6
1935-08-19;	0
1935-08-20;	0
1935-08-21;	15.5
1935-08-22;	0
1935-08-23;	0
1935-08-24;	7
1935-08-25;	0
1935-08-26;	0
1935-08-27;	0
1935-08-28;	0.4
1935-08-29;	0
1935-08-30;	1.5
1935-08-31;	8.5
1935-09-01;	0
1935-09-02;	20.75
1935-09-03;	43.25
1935-09-04;	0
1935-09-05;	0
1935-09-06;	0
1935-09-07;	1.85
1935-09-08;	2.25
1935-09-09;	0
1935-09-10;	0
1935-09-11;	0
1935-09-12;	0
1935-09-13;	0
1935-09-14;	51.5
1935-09-15;	4.65
1935-09-16;	7.25
1935-09-17;	0
1935-09-18;	0
1935-09-19;	0
1935-09-20;	0
1935-09-21;	0
1935-09-22;	4.25
1935-09-23;	3.5
1935-09-24;	0
1935-09-25;	0
1935-09-26;	16.5
1935-09-27;	0
1935-09-28;	13.75
1935-09-29;	0
1935-09-30;	0.25
1935-10-01;	0
1935-10-02;	0
1935-10-03;	0
1935-10-04;	0
1935-10-05;	0
1935-10-06;	0
1935-10-07;	0
1935-10-08;	11
1935-10-09;	27.15
1935-10-10;	17.5
1935-10-11;	0
1935-10-12;	0
1935-10-13;	0
1935-10-14;	21.15
1935-10-15;	0
1935-10-16;	17.75
1935-10-17;	3.1
1935-10-18;	0.5
1935-10-19;	0
1935-10-20;	19.5
1935-10-21;	26
1935-10-22;	23.5
1935-10-23;	0
1935-10-24;	0
1935-10-25;	15.05
1935-10-26;	1.8
1935-10-27;	0
1935-10-28;	0
1935-10-29;	0
1935-10-30;	0
1935-10-31;	0
1935-11-01;	0
1935-11-02;	0
1935-11-03;	0
1935-11-04;	0
1935-11-05;	0
1935-11-06;	0
1935-11-07;	0
1935-11-08;	0
1935-11-09;	0
1935-11-10;	0
1935-11-11;	0
1935-11-12;	0
1935-11-13;	0
1935-11-14;	0
1935-11-15;	0
1935-11-16;	0
1935-11-17;	0
1935-11-18;	0
1935-11-19;	0
1935-11-20;	0
1935-11-21;	0
1935-11-22;	0
1935-11-23;	0
1935-11-24;	0
1935-11-25;	0
1935-11-26;	6.25
1935-11-27;	0
1935-11-28;	0
1935-11-29;	0
1935-11-30;	2.5
1935-12-01;	2.25
1935-12-02;	0
1935-12-03;	0.6
1935-12-04;	0
1935-12-05;	0
1935-12-06;	0
1935-12-07;	0
1935-12-08;	0
1935-12-09;	0
1935-12-10;	0
1935-12-11;	0
1935-12-12;	0
1935-12-13;	14
1935-12-14;	0
1935-12-15;	0
1935-12-16;	0
1935-12-17;	0
1935-12-18;	0
1935-12-19;	0
1935-12-20;	0
1935-12-21;	0
1935-12-22;	0
1935-12-23;	0
1935-12-24;	0
1935-12-25;	0
1935-12-26;	0
1935-12-27;	0
1935-12-28;	5.5
1935-12-29;	0
1935-12-30;	0
1935-12-31;	0
1936-01-01;	0
1936-01-02;	0
1936-01-03;	0
1936-01-04;	0
1936-01-05;	0
1936-01-06;	0
1936-01-07;	0
1936-01-08;	0
1936-01-09;	0
1936-01-10;	0
1936-01-11;	0
1936-01-12;	0
1936-01-13;	0
1936-01-14;	0
1936-01-15;	0
1936-01-16;	0
1936-01-17;	0
1936-01-18;	0
1936-01-19;	0
1936-01-20;	0
1936-01-21;	0
1936-01-22;	0
1936-01-23;	1.75
1936-01-24;	9
1936-01-25;	0
1936-01-26;	0
1936-01-27;	0
1936-01-28;	0
1936-01-29;	1.9
1936-01-30;	0
1936-01-31;	0
1936-02-01;	0
1936-02-02;	0
1936-02-03;	0
1936-02-04;	0
1936-02-05;	0
1936-02-06;	0
1936-02-07;	0
1936-02-08;	0
1936-02-09;	0
1936-02-10;	0
1936-02-11;	0
1936-02-12;	0
1936-02-13;	0
1936-02-14;	0
1936-02-15;	0
1936-02-16;	0
1936-02-17;	0
1936-02-18;	0
1936-02-19;	0
1936-02-20;	0
1936-02-21;	0
1936-02-22;	0
1936-02-23;	1
1936-02-24;	2
1936-02-25;	0
1936-02-26;	0
1936-02-27;	0
1936-02-28;	0
1936-02-29;	0
1936-03-01;	0
1936-03-02;	0
1936-03-03;	0
1936-03-04;	0
1936-03-05;	0
1936-03-06;	0
1936-03-07;	0
1936-03-08;	0
1936-03-09;	0
1936-03-10;	0
1936-03-11;	3
1936-03-12;	0
1936-03-13;	3
1936-03-14;	0
1936-03-15;	0
1936-03-16;	0
1936-03-17;	0
1936-03-18;	0
1936-03-19;	0
1936-03-20;	0
1936-03-21;	6.5
1936-03-22;	6.45
1936-03-23;	0
1936-03-24;	0
1936-03-25;	0
1936-03-26;	0
1936-03-27;	0
1936-03-28;	0
1936-03-29;	0
1936-03-30;	0
1936-03-31;	0
1936-04-01;	0
1936-04-02;	0
1936-04-03;	0
1936-04-04;	0
1936-04-05;	0
1936-04-06;	0
1936-04-07;	0
1936-04-08;	0
1936-04-09;	0
1936-04-10;	0
1936-04-11;	0
1936-04-12;	12.25
1936-04-13;	0.75
1936-04-14;	0
1936-04-15;	0
1936-04-16;	25.45
1936-04-17;	0
1936-04-18;	0
1936-04-19;	0
1936-04-20;	2.25
1936-04-21;	1.25
1936-04-22;	0
1936-04-23;	0
1936-04-24;	0.9
1936-04-25;	0.75
1936-04-26;	36.75
1936-04-27;	11.5
1936-04-28;	0
1936-04-29;	0
1936-04-30;	0
1936-05-01;	0
1936-05-02;	0
1936-05-03;	14.5
1936-05-04;	18
1936-05-05;	22
1936-05-06;	23
1936-05-07;	16.1
1936-05-08;	14.65
1936-05-09;	0
1936-05-10;	3.15
1936-05-11;	0
1936-05-12;	0
1936-05-13;	0
1936-05-14;	0
1936-05-15;	0
1936-05-16;	0
1936-05-17;	32.1
1936-05-18;	48.6
1936-05-19;	7.7
1936-05-20;	0
1936-05-21;	0
1936-05-22;	0.6
1936-05-23;	0
1936-05-24;	15
1936-05-25;	13.25
1936-05-26;	15
1936-05-27;	15
1936-05-28;	3.7
1936-05-29;	0
1936-05-30;	0
1936-05-31;	2.15
1936-06-01;	37.85
1936-06-02;	23.5
1936-06-03;	22.7
1936-06-04;	60.5
1936-06-05;	0
1936-06-06;	0
1936-06-07;	0
1936-06-08;	8
1936-06-09;	19.7
1936-06-10;	22.15
1936-06-11;	0
1936-06-12;	48.5
1936-06-13;	0
1936-06-14;	0
1936-06-15;	0
1936-06-16;	0
1936-06-17;	18
1936-06-18;	12.5
1936-06-19;	9
1936-06-20;	10.15
1936-06-21;	0.5
1936-06-22;	6.85
1936-06-23;	0
1936-06-24;	0
1936-06-25;	0
1936-06-26;	0
1936-06-27;	17.5
1936-06-28;	44.5
1936-06-29;	0
1936-06-30;	0
1936-07-01;	2
1936-07-02;	2.25
1936-07-03;	0
1936-07-04;	0.75
1936-07-05;	5.25
1936-07-06;	0
1936-07-07;	2
1936-07-08;	3
1936-07-09;	0
1936-07-10;	0
1936-07-11;	0
1936-07-12;	0
1936-07-13;	0
1936-07-14;	0
1936-07-15;	0
1936-07-16;	0
1936-07-17;	0
1936-07-18;	0
1936-07-19;	0
1936-07-20;	0
1936-07-21;	0
1936-07-22;	0.5
1936-07-23;	0
1936-07-24;	5
1936-07-25;	0
1936-07-26;	0
1936-07-27;	0
1936-07-28;	0
1936-07-29;	8
1936-07-30;	0
1936-07-31;	0
1936-08-01;	0
1936-08-02;	0
1936-08-03;	0
1936-08-04;	0
1936-08-05;	0
1936-08-06;	0
1936-08-07;	20
1936-08-08;	0
1936-08-09;	0
1936-08-10;	0
1936-08-11;	18
1936-08-12;	8
1936-08-13;	0
1936-08-14;	1
1936-08-15;	0
1936-08-16;	14.25
1936-08-17;	14.1
1936-08-18;	16.4
1936-08-19;	0
1936-08-20;	13.4
1936-08-21;	0.5
1936-08-22;	6.75
1936-08-23;	0
1936-08-24;	0
1936-08-25;	17.5
1936-08-26;	21.5
1936-08-27;	12.9
1936-08-28;	0
1936-08-29;	0
1936-08-30;	10
1936-08-31;	0
1936-09-01;	0
1936-09-02;	0
1936-09-03;	0
1936-09-04;	0
1936-09-05;	36.2
1936-09-06;	0
1936-09-07;	0
1936-09-08;	0
1936-09-09;	5
1936-09-10;	0
1936-09-11;	0
1936-09-12;	0
1936-09-13;	0
1936-09-14;	0
1936-09-15;	4
1936-09-16;	18.1
1936-09-17;	7.1
1936-09-18;	0
1936-09-19;	0
1936-09-20;	5.5
1936-09-21;	9.65
1936-09-22;	0
1936-09-23;	0
1936-09-24;	30.65
1936-09-25;	20.9
1936-09-26;	54.75
1936-09-27;	0
1936-09-28;	0
1936-09-29;	6
1936-09-30;	0
1936-10-01;	30.05
1936-10-02;	0
1936-10-03;	6
1936-10-04;	5
1936-10-05;	1
1936-10-06;	7.5
1936-10-07;	0
1936-10-08;	0
1936-10-09;	0
1936-10-10;	0
1936-10-11;	0
1936-10-12;	0
1936-10-13;	0
1936-10-14;	0
1936-10-15;	1.5
1936-10-16;	0
1936-10-17;	0
1936-10-18;	0
1936-10-19;	0
1936-10-20;	0
1936-10-21;	1.5
1936-10-22;	1
1936-10-23;	0
1936-10-24;	0
1936-10-25;	0
1936-10-26;	0
1936-10-27;	0
1936-10-28;	2
1936-10-29;	0.9
1936-10-30;	0
1936-10-31;	0
1936-11-01;	0.5
1936-11-02;	0
1936-11-03;	0
1936-11-04;	13
1936-11-05;	14.6
1936-11-06;	0
1936-11-07;	0
1936-11-08;	0
1936-11-09;	0
1936-11-10;	0
1936-11-11;	0
1936-11-12;	0
1936-11-13;	5.65
1936-11-14;	0
1936-11-15;	0
1936-11-16;	0
1936-11-17;	0
1936-11-18;	0
1936-11-19;	0
1936-11-20;	0
1936-11-21;	0
1936-11-22;	0
1936-11-23;	0
1936-11-24;	0
1936-11-25;	0
1936-11-26;	0
1936-11-27;	0
1936-11-28;	0.8
1936-11-29;	0
1936-11-30;	0
1936-12-01;	0
1936-12-02;	0
1936-12-03;	0
1936-12-04;	0
1936-12-05;	0
1936-12-06;	0
1936-12-07;	0
1936-12-08;	0
1936-12-09;	0
1936-12-10;	0
1936-12-11;	0
1936-12-12;	0
1936-12-13;	0
1936-12-14;	0
1936-12-15;	0
1936-12-16;	0
1936-12-17;	0
1936-12-18;	0
1936-12-19;	0
1936-12-20;	0
1936-12-21;	0
1936-12-22;	0
1936-12-23;	0
1936-12-24;	0
1936-12-25;	0
1936-12-26;	0
1936-12-27;	0
1936-12-28;	0
1936-12-29;	0
1936-12-30;	0
1936-12-31;	0
1937-01-01;	0
1937-01-02;	0
1937-01-03;	0
1937-01-04;	0
1937-01-05;	0
1937-01-06;	0
1937-01-07;	0
1937-01-08;	0
1937-01-09;	0
1937-01-10;	0
1937-01-11;	0
1937-01-12;	0
1937-01-13;	0
1937-01-14;	0
1937-01-15;	0
1937-01-16;	0
1937-01-17;	0.25
1937-01-18;	0
1937-01-19;	0
1937-01-20;	0
1937-01-21;	0
1937-01-22;	0
1937-01-23;	0
1937-01-24;	0
1937-01-25;	0
1937-01-26;	0
1937-01-27;	0
1937-01-28;	0
1937-01-29;	0.1
1937-01-30;	0.15
1937-01-31;	0
1937-02-01;	0
1937-02-02;	0
1937-02-03;	1.5
1937-02-04;	0
1937-02-05;	5.5
1937-02-06;	0
1937-02-07;	0
1937-02-08;	0
1937-02-09;	0
1937-02-10;	0
1937-02-11;	0
1937-02-12;	0
1937-02-13;	0
1937-02-14;	0
1937-02-15;	0
1937-02-16;	0
1937-02-17;	0
1937-02-18;	0
1937-02-19;	0
1937-02-20;	0
1937-02-21;	4.5
1937-02-22;	0
1937-02-23;	0
1937-02-24;	0
1937-02-25;	0
1937-02-26;	0
1937-02-27;	0
1937-02-28;	0
1937-03-01;	0
1937-03-02;	0
1937-03-03;	1
1937-03-04;	1.5
1937-03-05;	0
1937-03-06;	0
1937-03-07;	0
1937-03-08;	0
1937-03-09;	0.5
1937-03-10;	0
1937-03-11;	0
1937-03-12;	0
1937-03-13;	0
1937-03-14;	0
1937-03-15;	0
1937-03-16;	0
1937-03-17;	1
1937-03-18;	0.9
1937-03-19;	0
1937-03-20;	0
1937-03-21;	0
1937-03-22;	0
1937-03-23;	1.8
1937-03-24;	0
1937-03-25;	0
1937-03-26;	0
1937-03-27;	0
1937-03-28;	0
1937-03-29;	1.5
1937-03-30;	13.75
1937-03-31;	2
1937-04-01;	0
1937-04-02;	1
1937-04-03;	3.4
1937-04-04;	2.5
1937-04-05;	0
1937-04-06;	0
1937-04-07;	0
1937-04-08;	0
1937-04-09;	0
1937-04-10;	2
1937-04-11;	0
1937-04-12;	0
1937-04-13;	0
1937-04-14;	0
1937-04-15;	6.5
1937-04-16;	0.8
1937-04-17;	11.9
1937-04-18;	3.8
1937-04-19;	0
1937-04-20;	0
1937-04-21;	0
1937-04-22;	1.5
1937-04-23;	0
1937-04-24;	0.65
1937-04-25;	0
1937-04-26;	0
1937-04-27;	0.1
1937-04-28;	5.5
1937-04-29;	0
1937-04-30;	4
1937-05-01;	11.25
1937-05-02;	4.75
1937-05-03;	23.5
1937-05-04;	0
1937-05-05;	40.25
1937-05-06;	0
1937-05-07;	0
1937-05-08;	12.25
1937-05-09;	30.4
1937-05-10;	0
1937-05-11;	0.9
1937-05-12;	0.25
1937-05-13;	5
1937-05-14;	0
1937-05-15;	7.15
1937-05-16;	6.65
1937-05-17;	0
1937-05-18;	22.25
1937-05-19;	15.6
1937-05-20;	1.4
1937-05-21;	0
1937-05-22;	56
1937-05-23;	6.25
1937-05-24;	0.25
1937-05-25;	2
1937-05-26;	0
1937-05-27;	16.5
1937-05-28;	12.8
1937-05-29;	11.5
1937-05-30;	41.3
1937-05-31;	1
1937-06-01;	1.5
1937-06-02;	0
1937-06-03;	2.5
1937-06-04;	0
1937-06-05;	0
1937-06-06;	0
1937-06-07;	0
1937-06-08;	0
1937-06-09;	0
1937-06-10;	0
1937-06-11;	0
1937-06-12;	0
1937-06-13;	0
1937-06-14;	0
1937-06-15;	13.05
1937-06-16;	0
1937-06-17;	0
1937-06-18;	1
1937-06-19;	0
1937-06-20;	23.6
1937-06-21;	0
1937-06-22;	18.2
1937-06-23;	11.2
1937-06-24;	0
1937-06-25;	19.1
1937-06-26;	0
1937-06-27;	7.2
1937-06-28;	0
1937-06-29;	0
1937-06-30;	0
1937-07-01;	0
1937-07-02;	0
1937-07-03;	0
1937-07-04;	10
1937-07-05;	0
1937-07-06;	0
1937-07-07;	0
1937-07-08;	0
1937-07-09;	0
1937-07-10;	5
1937-07-11;	0
