## ================================================================================================================		
## Date de Création du fichier     : 2022-11-28		
## Auteur                          : Observatoire météorologique du petit-Séminaire Collège St Martial		
## Créateur du fichier	           : Ralph Bathelemy (bathelemy@geoazur.unice.fr)	
## Entité                          : URGEO - GEOAZUR - INRAE		
## ================================================================================================================		
## Nom station                     : MIREBALAIS		
## ----------------------------------------------------------------------------------------------------------------		
## Longitude                       : -72.117         	 (Moron et al., 2015 [°W])	
## Latitude                        : 18.833          	 (Moron et al., 2015 [°N])	
## Données manquantes              :   2             	 [%]	
## Pluies disponibles              : 1920-01-01      	 1940-12-31	
## ================================================================================================================		
## Champs----------------------------------------------------------------------------------------------------------		
## Date                            : date [AAAA-MM-JJ]		
## P                               : Pluie [mm/j]		
## ================================================================================================================		
## Moron, V., Frelat, R., Jean-Jeune, P.K., Gaucherel, C., 2015. Interannual and intra-annual variability of		
## rainfall in Haiti (1905–2005). Clim. Dyn. 45, 915–932. https://doi.org/10.1007/s00382-014-2326-y		
## ================================================================================================================		
		
Date		P
04/12/1934		0
05/12/1934		32.4
06/12/1934		23.5
07/12/1934		1.2
08/12/1934		0
09/12/1934		0
10/12/1934		0
11/12/1934		27.3
12/12/1934		0
13/12/1934		0
14/12/1934		0
15/12/1934		0
16/12/1934		0
17/12/1934		0
18/12/1934		0
19/12/1934		0
20/12/1934		0
21/12/1934		0
22/12/1934		0
23/12/1934		0
24/12/1934		0
25/12/1934		0
26/12/1934		0
27/12/1934		0
28/12/1934		0
29/12/1934		0
30/12/1934		0
31/12/1934		0
01/01/1935		0
02/01/1935		0
03/01/1935		0
04/01/1935		0
05/01/1935		0
06/01/1935		0
07/01/1935		0
08/01/1935		0
09/01/1935		0
10/01/1935		0
11/01/1935		0
12/01/1935		0
13/01/1935		0
14/01/1935		0
15/01/1935		0
16/01/1935		0
17/01/1935		0
18/01/1935		0
19/01/1935		0
20/01/1935		0
21/01/1935		0
22/01/1935		0
23/01/1935		0
24/01/1935		17.1
25/01/1935		0
26/01/1935		0
27/01/1935		15.4
28/01/1935		0
29/01/1935		0
30/01/1935		0
31/01/1935		0
01/02/1935		3.6
02/02/1935		0.4
03/02/1935		8.3
04/02/1935		0
05/02/1935		0
06/02/1935		0
07/02/1935		0
08/02/1935		14.2
09/02/1935		12.9
10/02/1935		0
11/02/1935		0
12/02/1935		0
13/02/1935		0
14/02/1935		0
15/02/1935		0
16/02/1935		0
17/02/1935		0
18/02/1935		0
19/02/1935		0
20/02/1935		0
21/02/1935		0
22/02/1935		0
23/02/1935		0
24/02/1935		0
25/02/1935		0
26/02/1935		0
27/02/1935		0
28/02/1935		11.2
01/03/1935		0
02/03/1935		0
03/03/1935		1.5
04/03/1935		0
05/03/1935		0
06/03/1935		0
07/03/1935		0
08/03/1935		0
09/03/1935		0
10/03/1935		0
11/03/1935		0
12/03/1935		0
13/03/1935		0
14/03/1935		0
15/03/1935		0
16/03/1935		1.5
17/03/1935		29.2
18/03/1935		3.9
19/03/1935		0
20/03/1935		0
21/03/1935		0
22/03/1935		0
23/03/1935		0
24/03/1935		1.2
25/03/1935		0
26/03/1935		0
27/03/1935		0
28/03/1935		0
29/03/1935		0
30/03/1935		0
31/03/1935		0
01/04/1935		0
02/04/1935		0
03/04/1935		0
04/04/1935		0
05/04/1935		0.8
06/04/1935		0
07/04/1935		0
08/04/1935		0
09/04/1935		0.3
10/04/1935		0
11/04/1935		0
12/04/1935		0
13/04/1935		0
14/04/1935		10.2
15/04/1935		29.5
16/04/1935		0
17/04/1935		7.7
18/04/1935		0
19/04/1935		0
20/04/1935		0
21/04/1935		0
22/04/1935		0
23/04/1935		0
24/04/1935		0.3
25/04/1935		0
26/04/1935		0
27/04/1935		0
28/04/1935		20.4
29/04/1935		0
30/04/1935		9.7
01/05/1935		20.8
02/05/1935		0
03/05/1935		27.2
04/05/1935		0
05/05/1935		10.9
06/05/1935		0
07/05/1935		8.2
08/05/1935		0
09/05/1935		9.8
10/05/1935		9.4
11/05/1935		0
12/05/1935		28.5
13/05/1935		1.5
14/05/1935		9.2
15/05/1935		0
16/05/1935		0
17/05/1935		0
18/05/1935		0
19/05/1935		0
20/05/1935		3.5
21/05/1935		0
22/05/1935		12.2
23/05/1935		18.7
24/05/1935		8.9
25/05/1935		60.9
26/05/1935		32.3
27/05/1935		2.5
28/05/1935		28.2
29/05/1935		4.2
30/05/1935		2.5
31/05/1935		31.4
01/06/1935		0
02/06/1935		20.5
03/06/1935		18.3
04/06/1935		0
05/06/1935		0
06/06/1935		0
07/06/1935		9.7
08/06/1935		54.3
09/06/1935		0
10/06/1935		0
11/06/1935		1.2
12/06/1935		0.2
13/06/1935		13.9
14/06/1935		2.7
15/06/1935		0
16/06/1935		12.2
17/06/1935		0
18/06/1935		0.7
19/06/1935		0
20/06/1935		0
21/06/1935		26.8
22/06/1935		0
23/06/1935		0
24/06/1935		0
25/06/1935		0
26/06/1935		11.1
27/06/1935		9.7
28/06/1935		6.3
29/06/1935		1.4
30/06/1935		0
01/07/1935		3.4
02/07/1935		0
03/07/1935		0
04/07/1935		0
05/07/1935		0
06/07/1935		0
07/07/1935		0
08/07/1935		0
09/07/1935		8.5
10/07/1935		2.4
11/07/1935		0
12/07/1935		7.7
13/07/1935		0
14/07/1935		0
15/07/1935		7.5
16/07/1935		8.4
17/07/1935		14.3
18/07/1935		0
19/07/1935		0
20/07/1935		0
21/07/1935		4.2
22/07/1935		0
23/07/1935		23.6
24/07/1935		0
25/07/1935		3.5
26/07/1935		0
27/07/1935		0
28/07/1935		12.9
29/07/1935		0
30/07/1935		6.9
31/07/1935		0.9
01/08/1935		0
02/08/1935		0
03/08/1935		0
04/08/1935		0
05/08/1935		8.5
06/08/1935		21.4
07/08/1935		13.3
08/08/1935		7.6
09/08/1935		3.5
10/08/1935		1.2
11/08/1935		0
12/08/1935		0
13/08/1935		2.6
14/08/1935		2.7
15/08/1935		0
16/08/1935		0
17/08/1935		0
18/08/1935		26.4
19/08/1935		0
20/08/1935		0
21/08/1935		48.2
22/08/1935		0
23/08/1935		0
24/08/1935		1.7
25/08/1935		0
26/08/1935		0
27/08/1935		0
28/08/1935		3.5
29/08/1935		0
30/08/1935		0
31/08/1935		0
01/09/1935		29.1
02/09/1935		0
03/09/1935		8.7
04/09/1935		1.5
05/09/1935		0
06/09/1935		0
07/09/1935		0
08/09/1935		30.1
09/09/1935		21.5
10/09/1935		35.5
11/09/1935		0
12/09/1935		0
13/09/1935		43.3
14/09/1935		0
15/09/1935		11.4
16/09/1935		1.2
17/09/1935		0
18/09/1935		18.3
19/09/1935		6.6
20/09/1935		12.8
21/09/1935		0
22/09/1935		48.3
23/09/1935		0
24/09/1935		0
25/09/1935		0
26/09/1935		21.3
27/09/1935		0
28/09/1935		0
29/09/1935		0
30/09/1935		0
01/10/1935		0
02/10/1935		0
03/10/1935		0
04/10/1935		12.9
05/10/1935		29.5
06/10/1935		13.3
07/10/1935		1.3
08/10/1935		1.4
09/10/1935		19.5
10/10/1935		6.5
11/10/1935		30.4
12/10/1935		5.8
13/10/1935		26.5
14/10/1935		4.3
15/10/1935		6.8
16/10/1935		8.9
17/10/1935		0
18/10/1935		2.1
19/10/1935		0
20/10/1935		9
21/10/1935		18.8
22/10/1935		21.6
23/10/1935		8.2
24/10/1935		0
25/10/1935		14.8
26/10/1935		0
27/10/1935		0
28/10/1935		0
29/10/1935		0
30/10/1935		0
31/10/1935		0
01/11/1935		0
02/11/1935		4.1
03/11/1935		0
04/11/1935		0
05/11/1935		0
06/11/1935		0
07/11/1935		0
08/11/1935		0
09/11/1935		0
10/11/1935		0
11/11/1935		0
12/11/1935		0
13/11/1935		0
14/11/1935		0
15/11/1935		0
16/11/1935		0
17/11/1935		0
18/11/1935		0
19/11/1935		0
20/11/1935		0
21/11/1935		0
22/11/1935		0
23/11/1935		0
24/11/1935		0
25/11/1935		0
26/11/1935		0
27/11/1935		0
28/11/1935		0
29/11/1935		0
30/11/1935		0
01/12/1935		1.6
02/12/1935		0
03/12/1935		1.4
04/12/1935		0
05/12/1935		0
06/12/1935		0
07/12/1935		0
08/12/1935		0
09/12/1935		0
10/12/1935		0
11/12/1935		0
12/12/1935		0
13/12/1935		0
14/12/1935		0
15/12/1935		0
16/12/1935		0
17/12/1935		0
18/12/1935		0
19/12/1935		0
20/12/1935		0
21/12/1935		0
22/12/1935		0
23/12/1935		0
24/12/1935		0
25/12/1935		0
26/12/1935		0
27/12/1935		0
28/12/1935		0
29/12/1935		0
30/12/1935		0
31/12/1935		0
01/01/1936		0
02/01/1936		0
03/01/1936		0
04/01/1936		0
05/01/1936		0
06/01/1936		0
07/01/1936		0
08/01/1936		0
09/01/1936		0
10/01/1936		0
11/01/1936		0
12/01/1936		0
13/01/1936		0
14/01/1936		0
15/01/1936		0
16/01/1936		0
17/01/1936		0
18/01/1936		0
19/01/1936		0
20/01/1936		7.5
21/01/1936		0
22/01/1936		0
23/01/1936		0
24/01/1936		7.6
25/01/1936		31.4
26/01/1936		3.2
27/01/1936		0
28/01/1936		0
29/01/1936		0
30/01/1936		0
31/01/1936		0
01/02/1936		0
02/02/1936		0
03/02/1936		0
04/02/1936		0
05/02/1936		0
06/02/1936		0
07/02/1936		0
08/02/1936		0
09/02/1936		0
10/02/1936		0
11/02/1936		0
12/02/1936		15.5
13/02/1936		0
14/02/1936		0
15/02/1936		0
16/02/1936		0
17/02/1936		0
18/02/1936		0
19/02/1936		0
20/02/1936		0
21/02/1936		0
22/02/1936		3.1
23/02/1936		0
24/02/1936		0
25/02/1936		0
26/02/1936		0
27/02/1936		0
28/02/1936		0
29/02/1936		0
01/03/1936		22.5
02/03/1936		0
03/03/1936		0
04/03/1936		0
05/03/1936		0
06/03/1936		0
07/03/1936		0
08/03/1936		0
09/03/1936		0
10/03/1936		0
11/03/1936		0
12/03/1936		0
13/03/1936		0
14/03/1936		0
15/03/1936		0
16/03/1936		0
17/03/1936		0
18/03/1936		0
19/03/1936		1.2
20/03/1936		0
21/03/1936		0
22/03/1936		12.5
23/03/1936		0
24/03/1936		0
25/03/1936		0
26/03/1936		0
27/03/1936		0
28/03/1936		0
29/03/1936		0
30/03/1936		0
31/03/1936		0
01/04/1936		0
02/04/1936		0
03/04/1936		0
04/04/1936		0
05/04/1936		0
06/04/1936		0
07/04/1936		0
08/04/1936		0
09/04/1936		0
10/04/1936		0
11/04/1936		0
12/04/1936		9.2
13/04/1936		8.3
14/04/1936		28.2
15/04/1936		60.3
16/04/1936		0
17/04/1936		0
18/04/1936		0
19/04/1936		0
20/04/1936		20.6
21/04/1936		42.9
22/04/1936		0
23/04/1936		0
24/04/1936		0
25/04/1936		21.6
26/04/1936		12.3
27/04/1936		0
28/04/1936		0
29/04/1936		0
30/04/1936		0
01/05/1936		0
02/05/1936		40.2
03/05/1936		0
04/05/1936		10.4
05/05/1936		31.9
06/05/1936		0
07/05/1936		0
08/05/1936		4.2
09/05/1936		7.9
10/05/1936		0
11/05/1936		25.2
12/05/1936		65.8
13/05/1936		11.2
14/05/1936		0
15/05/1936		19.1
16/05/1936		38.9
17/05/1936		17.9
18/05/1936		6.9
19/05/1936		20.6
20/05/1936		3.6
21/05/1936		8.4
22/05/1936		26.4
23/05/1936		4.1
24/05/1936		2.3
25/05/1936		0
26/05/1936		0
27/05/1936		0
28/05/1936		0
29/05/1936		0
30/05/1936		0
31/05/1936		0
01/06/1936		0
02/06/1936		20.6
03/06/1936		0
04/06/1936		0
05/06/1936		8.2
06/06/1936		11.9
07/06/1936		8.9
08/06/1936		4.2
09/06/1936		8.9
10/06/1936		10.2
11/06/1936		0
12/06/1936		0
13/06/1936		0
14/06/1936		0
15/06/1936		0
16/06/1936		0
17/06/1936		20.5
18/06/1936		3.3
19/06/1936		9.5
20/06/1936		33.4
21/06/1936		0
22/06/1936		3.4
23/06/1936		2.3
24/06/1936		3.2
25/06/1936		0
26/06/1936		5.6
27/06/1936		0
28/06/1936		0
29/06/1936		0
30/06/1936		0
01/07/1936		9.5
02/07/1936		22.4
03/07/1936		0
04/07/1936		7.5
05/07/1936		0
06/07/1936		0
07/07/1936		0
08/07/1936		0
09/07/1936		0
10/07/1936		0
11/07/1936		0
12/07/1936		0
13/07/1936		3.3
14/07/1936		0
15/07/1936		0
16/07/1936		7.6
17/07/1936		3.2
18/07/1936		1.3
19/07/1936		3.6
20/07/1936		0
21/07/1936		2.2
22/07/1936		2.4
23/07/1936		0
24/07/1936		0
25/07/1936		55.2
26/07/1936		0
27/07/1936		21.4
28/07/1936		22.9
29/07/1936		3.2
30/07/1936		4.7
31/07/1936		0
01/08/1936		0
02/08/1936		0
03/08/1936		0
04/08/1936		0
05/08/1936		0
06/08/1936		11.9
07/08/1936		0
08/08/1936		0
09/08/1936		0
10/08/1936		4.3
11/08/1936		7.3
12/08/1936		4.1
13/08/1936		14.5
14/08/1936		7.6
15/08/1936		0
16/08/1936		14.3
17/08/1936		1.9
18/08/1936		4.2
19/08/1936		8.3
20/08/1936		4.2
21/08/1936		0
22/08/1936		0
23/08/1936		0
24/08/1936		0
25/08/1936		9.7
26/08/1936		4.3
27/08/1936		12.5
28/08/1936		32.2
29/08/1936		0
30/08/1936		0
31/08/1936		0
01/09/1936		48.2
02/09/1936		35.5
03/09/1936		55.1
04/09/1936		24.1
05/09/1936		0
06/09/1936		3.8
07/09/1936		13.1
08/09/1936		0
09/09/1936		6.5
10/09/1936		0
11/09/1936		0
12/09/1936		12.8
13/09/1936		18.6
14/09/1936		7.4
15/09/1936		6.3
16/09/1936		0
17/09/1936		8.5
18/09/1936		14.5
19/09/1936		17.1
20/09/1936		0
21/09/1936		0
22/09/1936		2.5
23/09/1936		25.4
24/09/1936		8.5
25/09/1936		17.9
26/09/1936		0
27/09/1936		0
28/09/1936		7.8
29/09/1936		4.7
30/09/1936		7.1
01/10/1936		4.1
02/10/1936		0
03/10/1936		10.1
04/10/1936		0
05/10/1936		16.5
06/10/1936		19.1
07/10/1936		5.1
08/10/1936		3.5
09/10/1936		0
10/10/1936		0
11/10/1936		1.1
12/10/1936		0
13/10/1936		0
14/10/1936		0
15/10/1936		2.4
16/10/1936		0
17/10/1936		4.5
18/10/1936		0
19/10/1936		0
20/10/1936		0
21/10/1936		0
22/10/1936		0
23/10/1936		0
24/10/1936		0
25/10/1936		0
26/10/1936		0
27/10/1936		0
28/10/1936		2.5
29/10/1936		5.4
30/10/1936		6.6
31/10/1936		0
01/11/1936		0
02/11/1936		0
03/11/1936		0
04/11/1936		0
05/11/1936		0
06/11/1936		15.6
07/11/1936		0
08/11/1936		0
09/11/1936		1.9
10/11/1936		0
11/11/1936		13.5
12/11/1936		0.5
13/11/1936		5.4
14/11/1936		0
15/11/1936		12.5
16/11/1936		34.7
17/11/1936		0
18/11/1936		2.3
19/11/1936		0
20/11/1936		0
21/11/1936		0
22/11/1936		0
23/11/1936		0
24/11/1936		0
25/11/1936		0
26/11/1936		0.5
27/11/1936		0
28/11/1936		1.5
29/11/1936		9.4
30/11/1936		5.9
01/12/1936		0
02/12/1936		0
03/12/1936		0
04/12/1936		0
05/12/1936		0
06/12/1936		0
07/12/1936		0
08/12/1936		0
09/12/1936		0
10/12/1936		0
11/12/1936		0
12/12/1936		0
13/12/1936		0
14/12/1936		0
15/12/1936		0
16/12/1936		0
17/12/1936		17.6
18/12/1936		6.4
19/12/1936		0
20/12/1936		0
21/12/1936		0
22/12/1936		0
23/12/1936		0
24/12/1936		0
25/12/1936		0
26/12/1936		21.3
27/12/1936		0
28/12/1936		0
29/12/1936		0
30/12/1936		0
31/12/1936		0
01/01/1937		0
02/01/1937		3.4
03/01/1937		1.4
04/01/1937		0.5
05/01/1937		0
06/01/1937		0
07/01/1937		0
08/01/1937		0
09/01/1937		0
10/01/1937		0
11/01/1937		0
12/01/1937		0
13/01/1937		0
14/01/1937		0
15/01/1937		0
16/01/1937		0
17/01/1937		0
18/01/1937		0
19/01/1937		0
20/01/1937		0
21/01/1937		0
22/01/1937		0
23/01/1937		0
24/01/1937		0
25/01/1937		0
26/01/1937		0
27/01/1937		0
28/01/1937		0
29/01/1937		0
30/01/1937		0
31/01/1937		0
01/02/1937		0
02/02/1937		0
03/02/1937		0
04/02/1937		0
05/02/1937		0
06/02/1937		0
07/02/1937		0
08/02/1937		0
09/02/1937		0
10/02/1937		3.9
11/02/1937		0
12/02/1937		0
13/02/1937		0
14/02/1937		0
15/02/1937		0
16/02/1937		0
17/02/1937		0
18/02/1937		0
19/02/1937		0
20/02/1937		0
21/02/1937		0
22/02/1937		0
23/02/1937		0
24/02/1937		0
25/02/1937		0
26/02/1937		4.5
27/02/1937		3.9
28/02/1937		0
01/03/1937		0
02/03/1937		0
03/03/1937		0
04/03/1937		0
05/03/1937		0
06/03/1937		0
07/03/1937		0
08/03/1937		0
09/03/1937		0
10/03/1937		0
11/03/1937		0
12/03/1937		0
13/03/1937		0
14/03/1937		0
15/03/1937		0
16/03/1937		0
17/03/1937		0
18/03/1937		0
19/03/1937		0
20/03/1937		0
21/03/1937		0
22/03/1937		0
23/03/1937		1.5
24/03/1937		2.1
25/03/1937		0
26/03/1937		0
27/03/1937		0
28/03/1937		0
29/03/1937		0
30/03/1937		0
31/03/1937		0
01/04/1937		0
02/04/1937		30.7
03/04/1937		0
04/04/1937		15.2
05/04/1937		0
06/04/1937		17.6
07/04/1937		1.3
08/04/1937		0
09/04/1937		0
10/04/1937		0
11/04/1937		6.2
12/04/1937		0
13/04/1937		0
14/04/1937		7.9
15/04/1937		0
16/04/1937		4.7
17/04/1937		0
18/04/1937		0
19/04/1937		0
20/04/1937		0
21/04/1937		0
22/04/1937		0
23/04/1937		6.9
24/04/1937		20.5
25/04/1937		5.8
26/04/1937		62.4
27/04/1937		4.3
28/04/1937		40.7
29/04/1937		20.5
30/04/1937		0
01/05/1937		0
02/05/1937		10.8
03/05/1937		0
04/05/1937		0
05/05/1937		0
06/05/1937		0
07/05/1937		0
08/05/1937		0
09/05/1937		10.2
10/05/1937		24.9
11/05/1937		8.3
12/05/1937		29.7
13/05/1937		15.8
14/05/1937		0
15/05/1937		21.7
16/05/1937		19.4
17/05/1937		17.5
18/05/1937		15.7
19/05/1937		18.1
20/05/1937		20.5
21/05/1937		24.7
22/05/1937		18.4
23/05/1937		0
24/05/1937		25.4
25/05/1937		4.9
26/05/1937		5.8
27/05/1937		10.3
28/05/1937		12.9
29/05/1937		14.7
30/05/1937		12.5
31/05/1937		5
01/06/1937		0
02/06/1937		0
03/06/1937		0
04/06/1937		0
05/06/1937		4.5
06/06/1937		0
07/06/1937		3.4
08/06/1937		0
09/06/1937		15.7
10/06/1937		0
11/06/1937		0
12/06/1937		15.5
13/06/1937		4.3
14/06/1937		21.1
15/06/1937		62.2
16/06/1937		0
17/06/1937		3.5
18/06/1937		0
19/06/1937		6.3
20/06/1937		6.7
21/06/1937		0
22/06/1937		11.9
23/06/1937		0.5
24/06/1937		2.7
25/06/1937		3.5
26/06/1937		0
27/06/1937		0
28/06/1937		0
29/06/1937		0
30/06/1937		0
01/07/1937		0
02/07/1937		14.8
03/07/1937		10.5
04/07/1937		18.8
05/07/1937		0
06/07/1937		0
07/07/1937		17
08/07/1937		44
09/07/1937		2
10/07/1937		21.5
11/07/1937		23
12/07/1937		5.8
13/07/1937		5.5
14/07/1937		0
15/07/1937		0
16/07/1937		0
17/07/1937		0
18/07/1937		0
19/07/1937		0
20/07/1937		0
21/07/1937		0
22/07/1937		13.2
23/07/1937		0.8
24/07/1937		9.5
25/07/1937		0
26/07/1937		5.2
27/07/1937		0
28/07/1937		7.5
29/07/1937		0
30/07/1937		0
31/07/1937		0
01/08/1937		32.8
02/08/1937		0
03/08/1937		0
04/08/1937		19.5
05/08/1937		4
06/08/1937		0.8
07/08/1937		0
08/08/1937		0
09/08/1937		16.2
10/08/1937		5.8
11/08/1937		0
12/08/1937		34
13/08/1937		15
14/08/1937		4.8
15/08/1937		13.2
16/08/1937		19.2
17/08/1937		3.5
18/08/1937		10.2
19/08/1937		2.8
20/08/1937		0
21/08/1937		0
22/08/1937		0
23/08/1937		15.5
24/08/1937		15.2
25/08/1937		0
26/08/1937		0
27/08/1937		38
28/08/1937		0
29/08/1937		10.8
30/08/1937		37.2
31/08/1937		1.5
01/09/1937		2
02/09/1937		12.3
03/09/1937		0
04/09/1937		12.2
05/09/1937		0
06/09/1937		7.5
07/09/1937		2
08/09/1937		0
09/09/1937		0
10/09/1937		0
11/09/1937		0
12/09/1937		0
13/09/1937		4.3
14/09/1937		5.5
15/09/1937		0
16/09/1937		0
17/09/1937		0
18/09/1937		5
19/09/1937		1
20/09/1937		19.3
21/09/1937		0
22/09/1937		4.7
23/09/1937		42.2
24/09/1937		0
25/09/1937		0
26/09/1937		12.5
27/09/1937		48
28/09/1937		45
29/09/1937		1.3
30/09/1937		26.2
01/10/1937		0
02/10/1937		0
03/10/1937		0
04/10/1937		0
05/10/1937		0
06/10/1937		33.5
07/10/1937		1.5
08/10/1937		2.8
09/10/1937		1.5
10/10/1937		0
11/10/1937		1.8
12/10/1937		2.5
13/10/1937		0.8
14/10/1937		0
15/10/1937		15.8
16/10/1937		6.2
17/10/1937		0
18/10/1937		13.5
19/10/1937		95.2
20/10/1937		0
21/10/1937		0
22/10/1937		0
23/10/1937		0
24/10/1937		0
25/10/1937		0
26/10/1937		0
27/10/1937		0
28/10/1937		0
29/10/1937		45
30/10/1937		2
31/10/1937		0
01/11/1937		3
02/11/1937		0
03/11/1937		6
04/11/1937		26.5
05/11/1937		0
06/11/1937		0.8
07/11/1937		16.7
08/11/1937		0.8
09/11/1937		0.5
10/11/1937		1.5
11/11/1937		0
12/11/1937		0
13/11/1937		0
14/11/1937		0
15/11/1937		12.2
16/11/1937		5.8
17/11/1937		6.5
18/11/1937		0
19/11/1937		0
20/11/1937		0
21/11/1937		2.7
22/11/1937		0
23/11/1937		0
24/11/1937		5.2
25/11/1937		0
26/11/1937		0
27/11/1937		0
28/11/1937		0
29/11/1937		0
30/11/1937		0
01/12/1937		0
02/12/1937		0
03/12/1937		3.8
04/12/1937		0
05/12/1937		0
06/12/1937		0
07/12/1937		0
08/12/1937		1.2
09/12/1937		0.2
10/12/1937		0
11/12/1937		0
12/12/1937		0
13/12/1937		0
14/12/1937		0
15/12/1937		0
16/12/1937		0
17/12/1937		0
18/12/1937		0
19/12/1937		0
20/12/1937		0
21/12/1937		0
22/12/1937		0
23/12/1937		0
24/12/1937		0
25/12/1937		0
26/12/1937		0
27/12/1937		0
28/12/1937		0
29/12/1937		0
30/12/1937		0
31/12/1937		0
01/01/1938		0
02/01/1938		0
03/01/1938		0
04/01/1938		0
05/01/1938		0
06/01/1938		0
07/01/1938		0
08/01/1938		0
09/01/1938		0
10/01/1938		0
11/01/1938		0
12/01/1938		0
13/01/1938		0
14/01/1938		0
15/01/1938		0
16/01/1938		0
17/01/1938		0
18/01/1938		0
19/01/1938		0
20/01/1938		0
21/01/1938		0
22/01/1938		0
23/01/1938		0
24/01/1938		0
25/01/1938		0
26/01/1938		0
27/01/1938		0
28/01/1938		0
29/01/1938		0
30/01/1938		0
31/01/1938		2
01/02/1938		0
02/02/1938		28
03/02/1938		0.5
04/02/1938		6
05/02/1938		0
06/02/1938		0
07/02/1938		0
08/02/1938		0
09/02/1938		0
10/02/1938		0
11/02/1938		0
12/02/1938		0
13/02/1938		0
14/02/1938		0
15/02/1938		0
16/02/1938		0
17/02/1938		0
18/02/1938		0
19/02/1938		0
20/02/1938		0
21/02/1938		0
22/02/1938		0
23/02/1938		0
24/02/1938		0
25/02/1938		0
26/02/1938		0
27/02/1938		0
28/02/1938		0
01/03/1938		1
02/03/1938		2
03/03/1938		1
04/03/1938		0
05/03/1938		0
06/03/1938		0
07/03/1938		0
08/03/1938		0
09/03/1938		0
10/03/1938		0
11/03/1938		0
12/03/1938		0
13/03/1938		0
14/03/1938		0
15/03/1938		0
16/03/1938		0
17/03/1938		0
18/03/1938		0
19/03/1938		0
20/03/1938		0
21/03/1938		0
22/03/1938		0
23/03/1938		0
24/03/1938		0
25/03/1938		0
26/03/1938		0
27/03/1938		0
28/03/1938		0
29/03/1938		0
30/03/1938		0
31/03/1938		0
01/04/1938		0
02/04/1938		0
03/04/1938		0
04/04/1938		0
05/04/1938		0
06/04/1938		0
07/04/1938		0
08/04/1938		0
09/04/1938		0
10/04/1938		1
11/04/1938		0
12/04/1938		0
13/04/1938		12.5
14/04/1938		0
15/04/1938		0
16/04/1938		0
17/04/1938		0
18/04/1938		0
19/04/1938		0
20/04/1938		3
21/04/1938		0
22/04/1938		0
23/04/1938		0
24/04/1938		0
25/04/1938		37
26/04/1938		21.5
27/04/1938		0
28/04/1938		0
29/04/1938		0
30/04/1938		0
01/05/1938		0
02/05/1938		87.8
03/05/1938		13
04/05/1938		28
05/05/1938		13.5
06/05/1938		1.5
07/05/1938		6
08/05/1938		0
09/05/1938		3
10/05/1938		0
11/05/1938		0
12/05/1938		45.5
13/05/1938		1.5
14/05/1938		13
15/05/1938		3.6
16/05/1938		0
17/05/1938		10.5
18/05/1938		64.2
19/05/1938		4.5
20/05/1938		3.2
21/05/1938		2.5
22/05/1938		8.5
23/05/1938		5.5
24/05/1938		0
25/05/1938		0
26/05/1938		0
27/05/1938		0
28/05/1938		2.3
29/05/1938		0
30/05/1938		7
31/05/1938		1.7
01/06/1938		0
02/06/1938		0
03/06/1938		0
04/06/1938		0
05/06/1938		0
06/06/1938		0
07/06/1938		9.5
08/06/1938		0
09/06/1938		12.8
10/06/1938		2.2
11/06/1938		23.8
12/06/1938		9.5
13/06/1938		2
14/06/1938		0
15/06/1938		0
16/06/1938		0
17/06/1938		81
18/06/1938		26.7
19/06/1938		32.5
20/06/1938		1.2
21/06/1938		5.3
22/06/1938		5
23/06/1938		0
24/06/1938		2
25/06/1938		0
26/06/1938		0
27/06/1938		0
28/06/1938		8.3
29/06/1938		5.2
30/06/1938		0
01/07/1938		0
02/07/1938		0
03/07/1938		9.5
04/07/1938		62.2
05/07/1938		0
06/07/1938		0
07/07/1938		0
08/07/1938		8.5
09/07/1938		15.5
10/07/1938		0
11/07/1938		0
12/07/1938		11.8
13/07/1938		0
14/07/1938		3.7
15/07/1938		29.5
16/07/1938		7.3
17/07/1938		4.2
18/07/1938		0
19/07/1938		5.5
20/07/1938		2.3
21/07/1938		7.2
22/07/1938		0
23/07/1938		0
24/07/1938		0
25/07/1938		0
26/07/1938		1.5
27/07/1938		0
28/07/1938		0
29/07/1938		0
30/07/1938		0
31/07/1938		0
01/08/1938		0
02/08/1938		0
03/08/1938		0
04/08/1938		0
05/08/1938		9.3
06/08/1938		3.5
07/08/1938		0
08/08/1938		0
09/08/1938		1.5
10/08/1938		4
11/08/1938		0
12/08/1938		0
13/08/1938		0
14/08/1938		0
15/08/1938		0
16/08/1938		5.7
17/08/1938		0
18/08/1938		0
19/08/1938		2
20/08/1938		17
21/08/1938		0
22/08/1938		0
23/08/1938		0
24/08/1938		11
25/08/1938		0
26/08/1938		0
27/08/1938		0
28/08/1938		9
29/08/1938		0.8
30/08/1938		0
31/08/1938		18.5
01/09/1938		28.5
02/09/1938		3.5
03/09/1938		8
04/09/1938		4.3
05/09/1938		0
06/09/1938		0
07/09/1938		0
08/09/1938		0
09/09/1938		0
10/09/1938		13.5
11/09/1938		15.7
12/09/1938		0
13/09/1938		0
14/09/1938		17
15/09/1938		0
16/09/1938		23.5
17/09/1938		0
18/09/1938		0
19/09/1938		0
20/09/1938		0
21/09/1938		0
22/09/1938		1
23/09/1938		19.5
24/09/1938		0
25/09/1938		0
26/09/1938		1.7
27/09/1938		0
28/09/1938		23.8
29/09/1938		0
30/09/1938		22
01/10/1938		50
02/10/1938		4
03/10/1938		2
04/10/1938		60.2
05/10/1938		37.5
06/10/1938		19
